"title","subtitle","sentence","page","line_num","source"
"경량철골 천장공사 안전보건작업 지침.pdf","6. 경량철골 천장공사 작업별 안전조치 사항","전동드릴 사용 시 손목이 비틀리지 않도록 단단히 손잡이를 잡은 상태에서 작업하여야 하며, 천장재 절단 시에는 길이를 측정하여 하부에서 절단 한 후에 천장 고정 작업을 하여야 한다.","8","144","경량철골 천장공사 안전보건작업 지침.pdf"
"경량철골 천장공사 안전보건작업 지침.pdf","6. 경량철골 천장공사 작업별 안전조치 사항","머리위에서 행하는 작업은 연속작업시간을 제한하고 적절한 휴식시간을 부 여하여야 하며, 드릴 등의 기계도구는 가능한 연장도구와 연결하여 사용하 는 등 근골계질환 예방을 위한 적절한 조치를 강구하여야 한다.","8","144","경량철골 천장공사 안전보건작업 지침.pdf"
"경량철골 천장공사 안전보건작업 지침.pdf","6. 경량철골 천장공사 작업별 안전조치 사항","6.5 경량철골천장틀 해체작업 경량철골천장틀 해체 시에는 천장 전체에 충격을 가하는 방법으로의 작업 은 금지하여야 한다.","8","144","경량철골 천장공사 안전보건작업 지침.pdf"
"경량철골 천장공사 안전보건작업 지침.pdf","6. 경량철골 천장공사 작업별 안전조치 사항","경량철골천장틀 해체 시에는 천장재 제거, 설비조명기구의 보양, M-BAR, 행거 제거, 달대 제거 등 설치순서의 역순으로 해체하여야 한다.","8","144","경량철골 천장공사 안전보건작업 지침.pdf"
"경량철골 천장공사 안전보건작업 지침.pdf","6. 경량철골 천장공사 작업별 안전조치 사항","통로, 작업발판 상부의 해체물은 발생 즉시 처리하여야 한다.","8","144","경량철골 천장공사 안전보건작업 지침.pdf"
"경량철골 천장공사 안전보건작업 지침.pdf","6. 경량철골 천장공사 작업별 안전조치 사항","해체 시에는 안전모, 안전화, 방진마스크, 보안경 등 작업에 적합한 개인보 호구를 지급하고 착용하여야 한다.","8","144","경량철골 천장공사 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","1. 목적","이 지침은산업안전보건기준에 관한 규칙 제2편 제1장 제9절의 규정에 따라 산업현장에서 사용하고 있는 곤돌라 작업과정에서 준수하 여야 할 안전보건작업 지침을 정함을 목적으로 한다.","3","32","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","2. 적용범위","이 지침은 커튼월, 복합판넬, 유리, 석재, 도장, 청소, 견출작업 등 가설식 곤돌라를 이 용한 건물 외부작업 시에 적용한다.","3","36","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","3. 정의","이 지침에서 사용하는 용어의 정의는 다음과 같다.","3","39","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","3. 정의","곤돌라라 함은 달기발판 또는 운반구, 승강장치, 기타의 장치 및 이 들에 부속된 기계부품에 의하여 구성되고, 와이어로프 또는 달기강선에 의하여 달기발판 또는 운반구가 전용의 승강장치에 의하여 상승 또는 하강하는 설비를 말한다.","3","39","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","3. 정의","적재하중이라 함은 운반구, 훅 등의 자체중량을 뺀 운반구에 사 람 또는 화물을 싣고 상승시킬 수 있는 최대하중을 말하며, 하강전용 곤돌라에 서는 그 구조상 운반구에 사람 또는 화물을 적재할 수 있는 최대하중을 말한 다.","3","39","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","3. 정의","허용상승속도라 함은 곤돌라의 운반구에 적재하중에 상당하는 하중을 싣고 상승시킬 경우의 최고속도를 말한다.","3","39","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","3. 정의","허용하강속도라 함은 곤돌라의 운반구에 적재하중에 상당하는 하중을 적재하 고 하강할 경우에 허용하는 최고속도를 말한다.","3","39","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","3. 정의","권상장치라 함은 권동에 와이어로프를 감아서 화물을 끌어올리는 장치를 말하며,권하라 함은 와이어로프를 풀어서 아래로 내리는 것을 말한다.","3","39","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","3. 정의","시브라 함은 중량물의 운반장치에 사용되는 권상장치, 기복장치 등 에 설치되는 와이어로프의 활차를 말하며 풀리라고도 한다.","3","39","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","3. 정의","난권이라 함은 와이어로프가 권동에 감길 때 권동의 홈에 따라 규칙적으로 바르게 감겨야 하는데 그것이 흩어져서 와이어로프가 교 차하고 겹쳐져 감겨있는 상태를 말한다.","3","39","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","3. 정의","샤클이라 함은 연강환봉을 U자형으로 구부리고 입이 벌려 있는 쪽 에 환봉 핀을 끼워서 고리로 하는 것이며, 로프의 끝 부분이나 달기체인 등의 연결고리에 연결하여 물체를 들어올릴 때 사용하는 기구를 말한다.","3","39","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","3. 정의","엔드리스 와인더라 함은 곤돌라 운반구에 설치된 와이어로 프를 제어하는 기계적 장치로서 회전시브와 와이어로프 사이에 발생되는 마찰 력의 유지로 곤돌라를 상 하로 운전하는 방식을 말한다.","3","39","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","3. 정의","지지대 라 함은 곤돌라를 구성하는 부재중에서 가장 중요한 부재로 운반구의 총중량을 지지해주는 H형강 또는 C형강의 후레임과 웨이트박 스로 구성되며, 지정된 수량만큼을 웨이트 박스에 적재하여 슬래브에 설치하는 대차형 지지대와 옥상 파라펫에 직접 설치하는 압착형지지대로 나누 어 진다.","3","39","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","3. 정의","설계 감독권자라 함은 양중설비에 대한 이론적, 실무적 지식과 경험을 소유 한 기술자 또는 조직을 말한다.","3","39","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","3. 정의","그 밖의 용어의 정의는 이 지침에서 특별한 규정이 있는 경우를 제외하고는 산업안 전보건법, 같은 법 시행령, 같은 법 시행규칙, 안전보건규칙 및 관련 고시에서 정하 는 바에 따른다.","3","39","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","4. 구성 및 구조","4.1 구성 동력장치 곤돌라의 본체로서 모터, 권상드럼, 제동장치, 제어장치 등으로 구성된다.","5","84","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","4. 구성 및 구조","지지대 건물 옥상층이나 건물 중간층 바닥에 설치하여 달기기구와 연결되어 운반구와 동력 원을 지지해주는 역할을 하며, 주로 H형강 또는 C형강을 사용하여 제작한다.","5","84","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","4. 구성 및 구조","달기기구 달기기구는 와이어로프, 샤클, 시브, 훅 등이 있으며 운반구를 매달거나 지지하는 구 성요소이다.","5","84","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","4. 구성 및 구조","운반구 작업대 형식으로 제작하여 사람 또는 화물을 싣고 상 하로 이동하는 케이지를 말한다.","5","84","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","4. 구성 및 구조","운반구는 길이에 따라 2.4 m, 3.6 m 및 4.8 m 를 기본으로 하며 그 외의 규 격은 제작사별로 5 m, 6 m, 7 m 등 약간의 차이가 있다.","5","84","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","4. 구성 및 구조","일반적으로 사용되는 운반 구의 자중 및 적재하중은 표 1과 같다.","5","84","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","4. 구성 및 구조","표1 일반적인 운반구의 규격 4.2 구조 전동식 전동모터와 와이어로프의 와인더를 이용하여 상하로 이동시키는 구조로서 컨트롤 박스의 전원을 넣고 상하 스위치를 조작하여 작동시키는 것을 말한다.","5","84","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","4. 구성 및 구조","수동식 수동식 레버와 클램프를 수동으로 조작하여 상하로 이동시키는 구조로서 운반구 에 와이어로프를 삽입하여 로프 풀림레버로 고정한 후에 상하 레버를 작동시켜 조작하는 방식이다.","5","84","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","5. 제작기준 및 안전장치의 종류","5.1 제작기준 곤돌라는위험기계기구 자율안전 확인에서 정하는 제작기준과 안전기준에 적합한 구조이어야 한다.","6","116","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","5. 제작기준 및 안전장치의 종류","다만 부득이한 사유로 구조를 변경 할 경우에는 제작설치 전 구조검토를 반드시 하여야 한다.","6","116","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","5. 제작기준 및 안전장치의 종류","곤돌라의 수리, 부품의 교체 등의 정비는 곤돌라 관련 전문가의 의견을 들어 수행 하여야 한다.","6","116","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","5. 제작기준 및 안전장치의 종류","달기기구의 각 부품들은 설계 감독권자의 승인 없이 용접에 의한 보수를 해서는 아 니 된다.","6","116","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","5. 제작기준 및 안전장치의 종류","곤돌라의 하중을 지지하는 부품을 정비 또는 교체 하였을 경우에는 정격 하중검사 를 하여야 하고 그 내용을 기록하여야 한다.","6","116","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","5. 제작기준 및 안전장치의 종류","그밖에 권과방지장치, 과부하방지장치 등 각종 안전장치를 부착한 곤돌라를 제작하 고 사용하여야 한다.","6","116","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","5. 제작기준 및 안전장치의 종류","5.2 안전장치의 종류 상한 권과방지장치 리밋스위치가 승강 프레임 상단에 부착된 것으로서 작업대의 리밋스위치가 로프 최 상단에 부착된 멈춤판에 프레임 레버가 닿으면 자동적으로 전원이 차단되어 작업대 를 정지시키는 안전장치이다.","6","116","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","5. 제작기준 및 안전장치의 종류","하한 권과방지장치 리밋스위치가 하부에 부착된 것으로서 리밋스위치의 레버에 체인으로 둥근모양의 추를 매달고 이 추의 중간에 권상로프가 통과하도록 되어 있으며 추가 하부 최단 지상에 도달하면 리밋스위치가 작동하여 자동적으로 전원이 차단되며 작업대를 정 지시키는 안전장치이다.","6","116","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","5. 제작기준 및 안전장치의 종류","조속기와 비상정지장치 조속기는 기계 부분의 고장 등에 의하여 곤돌라 작업대의 하강속도가 허용 하강속 도를 초과할 경우 제1의 동작으로 스위치를 개방하여 전동기 회로를 차단하고 전자 브레이크를 작동시켜 작업대의 하강을 정지시키는 안전장치이며, 비상정지장치는 조 속기의 작동에도 불구하고 작업대가 정지하지 않을 경우 제2의 동작으로 비상정지 장치가 작동하여 가이드레일을 붙잡아 작업대를 정지시키는 안전장치이다.","6","116","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","5. 제작기준 및 안전장치의 종류","블록 스토퍼 붙잡음 이송 방식의 승강장치를 가진 곤돌라는 동일한 원리를 이용한 소형 붙잡음 장치를 설치하여 곤돌라 작업대가 허용 하강속도를 초과할 때 승강 와이어로프를 붙잡아 작업대의 하강을 정지시키는데 사용한다.","6","116","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","5. 제작기준 및 안전장치의 종류","자동 수평 조절장치 곤돌라 운행 시 운반구의 기울어짐을 센서가 감지하여 경사진 쪽의 구동모터를 일 시 정지시키고 수평이 자동 회복된 후 좌우 구동 모터가 동시에 작동되어 항시 수평상태로 운행토록 하는 장치이다.","6","116","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","5. 제작기준 및 안전장치의 종류","전자식 과전류 계전기 곤돌라에 과전류가 흐를 경우 전원을 차단하는 장치로서 과부하방지장치 역할은 할 수는 없다.","6","116","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","5. 제작기준 및 안전장치의 종류","과부하 방지장치 정격하중 이상의 하중이 부하되었을 경우 자동적으로 정지시켜주는 장치로서 과부 하방지장치 작동 시 전원이 차단되고 경보음이나 경보등이 작동되며 곤돌라는 움직 이지 않아야 한다.","6","116","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","5. 제작기준 및 안전장치의 종류","그밖에 브레이크 기능 장치로서 곤돌라의 승강장치, 기복장치, 신축장치 및 주행장 치에 작동을 제동하기 위한 브레이크 장치 등이 있다.","6","116","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","6.1 와이어로프의 점검 와이어로프 안전계수는 근로자가 탑승하는 경우 10 이상, 화물을 취급하는 경우 5 이상 이어야 한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","와이어로프는 보통 8 mm 10 mm 를 사용하고 절단하중은 표 2과 같으며 와이어로프에서 가장 중요한 것은 안전계수 10 이상을 확보하는 것이다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","표 2 637 규격 와이어로프의 절단하중 와이어로프의 한 꼬임에서 끊어진 소선의 수가 10 이상 절단된 것은 사용하여서 는 아니 된다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","지름의 감소가 공칭지름의 7 를 초과하는 것은 사용하여서는 아니 된다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","이음매가 있는 것, 꼬인 것, 심하게 변형 또는 부식된 것은 사용하여서는 아니 된 다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","6.2 운반구의 점검 바닥재의 파손, 부식, 미끄럼방지조치가 되어 있는지를 점검한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","울 설치상태, 볼트의 체결상태, 용접부의 균열, 부식, 변형유무를 점검한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","와이어로프의 연결부 및 연결 상태를 점검한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","이동용 바퀴의 상태, 완충고무의 손상 또는 이탈유무를 점검한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","운반구의 점검은 매 작업시작 전에 실시하여야 한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","6.3 지지대의 점검 지지대의 와이어로프 및 보조 와이어로프의 결속 및 고정상태를 점검하여야 한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","이때, 보조 와이어로프는 주 와이어로프와 별개로 다른 곳에 지지하여야 한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","지지대 프레임은 부식과 변형이 없고, 용접부의 접합상태가 양호해야 한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","지지대를 고정한 상태에서 불필요한 틈새가 있는지, 전도 또는 이탈 위험은 없는지 를 점검한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","지지대간의 폭과 곤돌라 와이어로프 간의 폭은 그 허용오차가 100 mm 이내 이어 야 한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","시브와의 인입 접촉각은 로프의 진행방향에서 10도 이상 벗어나서는 안 된다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","지지대의 점검은 매 작업시작 전에 실시하여야 한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","6.4 구명줄의 점검 구명줄은 지지대와 별도로 콘크리트 기둥 등 견고한 구조물에 설치하고 로프가 풀 리지 않는가를 점검한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","절단한 끝 부분이 풀리지 않아야 한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","구명줄의 변질, 이음, 변색, 소선절단 등 손상된 부분이 없어야 한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","구명줄의 안전계수는 10 이상 이어야 한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","추락방지대 착용, 안전장치 작동 상태를 확인한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","2명 이상 작업자가 탑승하여 작업할 경우는 작업 인원 수 만큼 구명줄을 별도로 설 치하여야 한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","구명줄의 점검은 매 작업시작 전에 실시하여야 한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","6.5 승강장치의 점검 베어링의 이상음이 있는지, 풀림이나 흔들림이 없는지, 급유상태가 양호한지 등을 점검한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","기어장치의 체결상태, 이상마모, 이상소음, 급유상태, 덮개나 울 등이 견고하게 부착 되어 있는지를 점검한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","승강핸들 및 축의 손상 유무 확인과 균형추 부착상태, 권상드럼의 표면상태, 안내홈 의 접합이나 돌기상태, 와이어로프 감기는 상태, 접합볼트의 풀림, 부식, 탈락 등의 유무를 점검한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","승강장치의 점검은 매 작업시작 전에 실시하여야 한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","6.6 제동 및 제어장치의 점검 브레이크의 작동상태, 가속방지장치, 과부하방지장치, 권과방지장치, 리밋스위치, 레버, 로드, 핀, 스프링 등의 비상정지장치 등 안전장치 작동상태 확인과, 변형이나 손상유무를 점검하고 이상한 냄새가 나는지를 확인한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","배선의 손상이나 연결부 점검, 전선 인입구의 피복 상태, 누전차단기의 작동상태, 전자 접촉기의 각 접점의 마멸상태 등을 점검한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","6. 곤돌라 안전점검 사항","제어반의 작동상태, 작동방향에 대한 정확한 표시여부, 각 버튼스위치의 작동상태 확인과 조작반의 외함 등 파손이나 탈락유무를 점검한다.","8","168","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","7.1 설치 및 작업시작 전 준수사항 곤돌라를 설치할 때에는 곤돌라가 전도 이탈 또는 낙하하지 않게 구조물에 와이어 로프 및 앵커 볼트 등을 사용하여 구조적으로 견고하게 설치하고 지지하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","운반구의 잘 보이는 곳에 최대적재하중 표지판을 부착하고 바닥 끝부분은 발끝막이 판을 설치하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","작업시작 전에는 반드시 각종 방호장치, 브레이크의 기능, 와이어로프 등의 상태를 점검표에 의거 점검을 실시하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","곤돌라 작업 시에는 작업자에게 특별안전교육을 실시하고 안전대, 안전모, 안전화 등 개인보호구를 착용하도록 하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","곤돌라의 낙하에 의한 위험을 방지하기 위하여 곤돌라와는 별개로 콘크리트 기둥 등 견고한 구조물에 구명줄을 설치하고 그 구명줄에 안전대를 걸고 운 반구에 탑승하여 작업을 하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","곤돌라 조작은 지정된 자 만 하고 작업원은 곤돌라에 관한 특별안전교육을 받은 작 업자 만 하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","7.2 작업 중 준수사항 곤돌라 상승시에는 지지대와 운반구의 충돌을 방지하기 위하여 지지대 50 하단 에서 정지하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","2인 이상의 작업자가 곤돌라를 사용할 때에는 정해진 신호에 의해 작업을 하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","작업은 운반구가 정지한 상태에서만 실시하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","탑승하거나 탑승자가 내릴 때에는 반드시 운반구를 정지한 상태에서 행동을 하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","작업공구 및 자재의 낙하를 방지할 수 있도록 정리정돈을 실시하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","운반구 안에서 발판, 사다리 등을 사용하지 않아야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","곤돌라의 지지대와 운반구는 항상 수평을 유지하여 작업을 하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","곤돌라를 횡으로 이동시킬 때에는 최상부까지 들어 올리던가 최하부까지 내려서 이 동하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","벽면에 운반구가 닿지 않도록 유의하고 필요한 경우에는 운반구 전면에 보호용 고 무 등을 부착하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","전동식 곤돌라를 사용할 때 정전 또는 고장 발생시 작업원은 승강 제어기가 정지 위치에 있는 것을 확인한 후 책임자의 지시를 받아야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","작업종료 후는 운반구가 매달린 채 그냥 두지 말고 최하부 바닥에 고정시켜 놓아 야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","강풍 등의 악천후 시 곤돌라 작업으로 인하여 작업자에게 위험을 미칠 우려가 있 을 때에는 작업을 중지하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","여기서 강풍이라 함은 풍속이 초당 10 m 이 상인 경우를 말한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","고압선이 지나는 장소에서 작업할 경우에는 충전전로에 절연용 방호구를 설치하거 나 작업자에게 보호구를 착용시키는 등 활선근접작업 시 감전재해예방조치를 취하 여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
"곤돌라(Gondola) 안전보건작업 지침.pdf","7. 곤돌라 작업 시 준수사항","작업종료 후에는 정리정돈을 하고 모든 전원을 차단하여야 한다.","11","242","곤돌라(Gondola) 안전보건작업 지침.pdf"
